"hs"	"ms"	"cell_type"	"category"
"1566"	"PRKG2"	"Prkg2"	"opc"	"top_all_enrich"
"1567"	"PROCA1"	"Proca1"	"astrocyte"	"top_all_enrich"
"1568"	"PROCR"	"Procr"	"endothelial"	"top_all_enrich"
"1569"	"PROKR2"	"Prokr2"	"neuron"	"top_all_specificity"
"1570"	"PRORSD1"	"Prorsd1"	"oligodendrocyte"	"manual"
"1571"	"PROS1"	"Pros1"	"microglia"	"top_all_enrich"
"1572"	"PROSER2"	"Proser2"	"endothelial"	"top_all_enrich"
"1573"	"PRPF40A"	"Prpf40a"	"microglia"	"top_all_expression"
"1574"	"PRPH"	"Prph"	"neuron"	"manual"
"1575"	"PRRT3"	"Prrt3"	"neuron"	"manual"
"1576"	"PRRX2"	"Prrx2"	"astrocyte"	"top_all_specificity"
"1577"	"PRSS12"	"Prss12"	"neuron"	"manual"
"1578"	"PRSS36"	"Prss36"	"opc"	"manual"
"1579"	"PSMB8"	"Psmb8"	"microglia"	"top_all_enrich"
"1580"	"PSMB9"	"Psmb9"	"microglia"	"top_all_enrich"
"1581"	"PSME1"	"Psme1"	"endothelial"	"top_all_enrich"
"1582"	"PSME2"	"Psme2"	"endothelial"	"top_all_enrich"
"1583"	"PTBP1"	"Ptbp1"	"microglia"	"top_all_enrich"
"1584"	"PTBP3"	"Ptbp3"	"microglia"	"top_all_enrich"
"1585"	"PTGES"	"Ptges"	"endothelial"	"top_all_enrich"
"1586"	"PTGES3"	"Ptges3"	"oligodendrocyte"	"top_all_expression"
"1587"	"PTGR1"	"Ptgr1"	"microglia"	"top_mouse_enrich"
"1588"	"PTGS1"	"Ptgs1"	"microglia"	"top_all_enrich"
"1589"	"PTPMT1"	"Ptpmt1"	"astrocyte"	"manual"
"1590"	"PTPN18"	"Ptpn18"	"microglia"	"top_all_enrich"
"1591"	"PTPN5"	"Ptpn5"	"opc"	"top_all_enrich"
"1592"	"PTPN6"	"Ptpn6"	"microglia"	"top_all_enrich"
"1593"	"PTPRC"	"Ptprc"	"microglia"	"top_all_enrich"
"1594"	"PTPRE"	"Ptpre"	"microglia"	"top_all_enrich"
"1595"	"PTPRO"	"Ptpro"	"microglia"	"top_all_enrich"
"1596"	"PTPRZ1"	"Ptprz1"	"astrocyte"	"top_all_enrich"
"1597"	"PTTG1IP"	"Pttg1ip"	"endothelial"	"top_all_enrich"
"1598"	"PTX3"	"Ptx3"	"astrocyte"	"top_all_enrich"
"1599"	"PVT1"	"Pvt1"	"neuron"	"manual"
"1600"	"PXN"	"Pxn"	"endothelial"	"top_human_enrich"
"1601"	"PYCARD"	"Pycard"	"microglia"	"top_all_enrich"
"1602"	"PYROXD2"	"Pyroxd2"	"microglia"	"top_mouse_enrich"
"1603"	"QK"	"Qk"	"oligodendrocyte"	"manual"
"1604"	"QPCT"	"Qpct"	"opc"	"top_all_enrich"
"1605"	"R3HDM2"	"R3hdm2"	"neuron"	"manual"
"1606"	"R3HDM4"	"R3hdm4"	"oligodendrocyte"	"manual"
"1607"	"RAB10OS"	"Rab10os"	"neuron"	"manual"
"1608"	"RAB21"	"Rab21"	"microglia"	"top_human_expression"
"1609"	"RAB29"	"Rab29"	"microglia"	"top_all_enrich"
"1610"	"RAB31"	"Rab31"	"opc"	"top_all_enrich"
"1611"	"RAB32"	"Rab32"	"microglia"	"top_all_enrich"
"1612"	"RAB33A"	"Rab33a"	"oligodendrocyte"	"top_all_enrich"
"1613"	"RAB3B"	"Rab3b"	"neuron"	"top_all_enrich"
"1614"	"RAB3IL1"	"Rab3il1"	"microglia"	"top_all_enrich"
"1615"	"RAB3IP"	"Rab3ip"	"oligodendrocyte"	"top_all_enrich"
"1616"	"RAB6A"	"Rab6a"	"astrocyte"	"top_all_expression"
"1617"	"RAB6B"	"Rab6b"	"neuron"	"top_all_enrich"
"1618"	"RAB7B"	"Rab7b"	"microglia"	"top_human_enrich"
"1619"	"RAB9B"	"Rab9b"	"neuron"	"top_all_enrich"
"1620"	"RABL6"	"Rabl6"	"oligodendrocyte"	"manual"
"1621"	"RAC2"	"Rac2"	"microglia"	"top_all_enrich"
"1622"	"RAD9B"	"Rad9b"	"astrocyte"	"manual"
"1623"	"RAI14"	"Rai14"	"endothelial"	"top_all_enrich"
"1624"	"RAMP3"	"Ramp3"	"endothelial"	"top_human_specificity"
"1625"	"RAP1A"	"Rap1a"	"oligodendrocyte"	"top_all_enrich"
"1626"	"RAP1B"	"Rap1b"	"endothelial"	"top_all_enrich"
"1627"	"RAP1GAP"	"Rap1gap"	"oligodendrocyte"	"top_all_enrich"
"1628"	"RAP2B"	"Rap2b"	"microglia"	"top_all_specificity"
"1629"	"RARA"	"Rara"	"astrocyte"	"manual"
"1630"	"RARRES1"	"Rarres1"	"astrocyte"	"top_mouse_specificity"
"1631"	"RARRES2"	"Rarres2"	"endothelial"	"top_all_enrich"
"1632"	"RASAL3"	"Rasal3"	"microglia"	"top_all_enrich"
"1633"	"RASGRF1"	"Rasgrf1"	"opc"	"top_all_enrich"
"1634"	"RASGRF2"	"Rasgrf2"	"neuron"	"top_all_enrich"
"1635"	"RASGRP3"	"Rasgrp3"	"microglia"	"top_all_enrich"
"1636"	"RASL10B"	"Rasl10b"	"opc"	"manual"
"1637"	"RASL11B"	"Rasl11b"	"astrocyte"	"manual"
"1638"	"RASSF3"	"Rassf3"	"endothelial"	"top_all_enrich"
"1639"	"RASSF4"	"Rassf4"	"microglia"	"top_all_enrich"
"1640"	"RAVER2"	"Raver2"	"astrocyte"	"top_all_enrich"
"1641"	"RB1"	"Rb1"	"astrocyte"	"top_mouse_enrich"
"1642"	"RBFOX3"	"Rbfox3"	"neuron"	"top_all_enrich"
"1643"	"RBKS"	"Rbks"	"oligodendrocyte"	"manual"
